작품,작가,출판사,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
어서 와 마왕은 처음이지,하늘곰,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33927.0,115306.0,2768243.0,182242.0,172711.0,208126.0,203237.0,172154.0,45788.0,62431.0,41824.0,62404.0,192474.0,72321.0,285037.0,122106.0,127728.0,138195.0,105108.0,113769.0,111750.0,148687.0,35398.0,71496.0,36657.0,96173.0,38993.0,212412.0,22761.0,60773.0,6060231.0
대재앙의 플레이어,이형석,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95233.0,460042.0,281472.0,74253.0,659853.0,191114.0,620795.0,184322.0,478615.0,445530.0,493189.0,196235.0,237343.0,130687.0,106455.0,102786.0,96379.0,151695.0,111962.0,15193.0,37599.0,81500.0,101868.0,53066.0,89823.0,26416.0,87788.0,91589.0,37484.0,84098.0,21601.0,120258.0,5966243.0
재벌 3세 탑 프로듀서 되다,팔월오일,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125440.0,1061307.0,393261.0,188034.0,392799.0,240955.0,159398.0,327690.0,252560.0,94930.0,61875.0,446738.0,72500.0,110290.0,208471.0,73088.0,63156.0,299570.0,56248.0,22855.0,24490.0,21700.0,221892.0,51333.0,197380.0,55597.0,23715.0,17450.0,19067.0,11282.0,5564.0,24613.0,8805.0,27496.0,31762.0,15131.0,37163.0,23366.0,2399.0,26125.0,21397.0,16937.0,927.0,11877.0,14762.0,6173.0,4217.0,403.0,10792.0,12809.0,-617.0,4525.0,16851.0,22427.0,23097.0,5825.0,4655.0,10494.0,6404.0,3671.0,786.0,18012.0,642.0,11835.0,12494.0,8248.0,15275.0,6023.0,7506.0,-356.0,329.0,5775915.0
악당에서 재벌까지,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594316.0,370788.0,437972.0,172213.0,2415316.0,371108.0,347229.0,304627.0,3353534.0,623258.0,270862.0,173667.0,196766.0,149016.0,93496.0,103896.0,62616.0,78202.0,10118882.0
SSS급 괴물사냥꾼,북홀릭,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509740.0,538160.0,520030.0,166600.0,58520.0,47250.0,54250.0,18900.0,5740.0,13160.0,5810.0,27930.0,11060.0,2940.0,24570.0,140.0,5320.0,5390.0,2450.0,0.0,2520.0,140.0,9030.0,55300.0,300378.0,863522.0,97076.0,27251.0,72780.0,19030.0,22596.0,108084.0,142693.0,174613.0,36674.0,2202.0,27522.0,368577.0,226278.0,131235.0,102547.0,68103.0,129643.0,68088.0,15266.0,60487.0,38395.0,35231.0,35778.0,62866.0,6560.0,16356.0,5714.0,41107.0,31690.0,30952.0,15529.0,6880.0,3167.0,55305.0,13954.0,31457.0,23365.0,22439.0,22617.0,19250.0,12694.0,5680901.0
기술포인트 찍고 우주테크 탑니다,시공전사,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611604.0,1010167.0,855309.0,485940.0,930687.0,184225.0,1026584.0,185511.0,61723.0,86931.0,59847.0,35762.0,41606.0,28504.0,50138.0,5654538.0
S2급 결혼 헌터,백견(百見),포텐,0.0,0.0,0.0,0.0,0.0,15820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292849.0,778611.0,1044421.0,1108125.0,509941.0,448947.0,550849.0,270095.0,357026.0,473499.0,137305.0,118198.0,112473.0,242886.0,48370.0,65568.0,21980.0,15092.0,28208.0,10086.0,324342.0,32020.0,4813.0,82520.0,32460.0,24280.0,38780.0,23492.0,1820.0,24780.0,16310.0,35760.0,5250.0,7066.0,20580.0,19320.0,19740.0,4275.0,20484.0,27125.0,9350.0,17202.0,17629.0,23605.0,29290.0,24838.0,15867.0,868.0,21413.0,33587.0,21088.0,16599.0,5271.0,18500.0,6234.0,7079.0,8358.0,20102.0,16646.0,14379.0,29750.0,20187.0,1900.0,2160.0,7886.0,4860.0,12420.0,603.0,9924.0,12860.0,15500.0,1487.0,15619.0,19556.0,6650.0,3623.0,8769.0,6615.0,8718.0,7932558.0
게임 속 무기 소환사로 살아남기,쩡킴,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284983.0,993386.0,252165.0,338984.0,181220.0,175092.0,109266.0,165340.0,91390.0,94551.0,124226.0,244628.0,235346.0,76698.0,28783.0,133166.0,180273.0,76005.0,93944.0,67645.0,31902.0,8768.0,27304.0,21353.0,98648.0,120793.0,35484.0,5291343.0
올바른 방패 사용법,준준,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207172.0,903255.0,328654.0,187042.0,442715.0,689839.0,250942.0,50660.0,106260.0,99079.0,69243.0,157224.0,20978.0,37690.0,59330.0,51920.0,98120.0,42746.0,33280.0,27790.0,44791.0,99230.0,58028.0,22246.0,70210.0,57470.0,12860.0,14197.0,30469.0,1652.0,33542.0,14799.0,2520.0,238.0,25914.0,2869.0,22640.0,30880.0,9187.0,15932.0,20232.0,19308.0,14386.0,-1862.0,10836.0,131.0,16745.0,-1436.0,3780.0,23083.0,11313.0,10810.0,3237.0,18297.0,12804.0,0.0,14952.0,16695.0,33493.0,283211.0,23969.0,25145.0,1738.0,17156.0,22390.0,15990.0,10955.0,0.0,0.0,0.0,5060971.0
게임 속 기갑함대에 들어갔다,환상개발자,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899819.0,189907.0,121072.0,242030.0,117436.0,141892.0,99776.0,38217.0,116489.0,235001.0,92578.0,120383.0,122196.0,129734.0,110537.0,46655.0,49758.0,41276.0,67764.0,41392.0,74174.0,64291.0,47055.0,112577.0,77582.0,48079.0,70898.0,74349.0,51144.0,26197.0,38541.0,15448.0,24965.0,7557.0,5506.0,11164.0,2176.0,10278.0,37094.0,23862.0,42589.0,4889438.0
SSS급 블러드헌터,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437010.0,615697.0,91364.0,582101.0,1166472.0,445085.0,317176.0,197237.0,197208.0,66150.0,80384.0,45014.0,76333.0,52582.0,54420.0,29771.0,76770.0,22551.0,21849.0,18698.0,40556.0,19138.0,48387.0,25857.0,24447.0,22864.0,5163.0,31282.0,27380.0,23459.0,20354.0,4882759.0
제천금왕,강필,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38360.0,567070.0,455658.0,235592.0,197708.0,171206.0,341628.0,239456.0,138950.0,124110.0,79821.0,90818.0,114240.0,92043.0,40040.0,51576.0,51009.0,35000.0,73150.0,78260.0,9100.0,3360.0,17479.0,15904.0,882.0,18830.0,7600.0,5705.0,19726.0,7105.0,28821.0,1934.0,24018.0,35818.0,16090.0,57626.0,171513.0,161417.0,52759.0,197463.0,97423.0,36731.0,7255.0,15724.0,2394.0,15662.0,189.0,382.0,4266.0,4095.0,693.0,9368.0,10911.0,84812.0,82731.0,102362.0,24488.0,145.0,1071.0,10399.0,50904.0,44388.0,12964.0,8218.0,27909.0,21420.0,31142.0,10313.0,18120.0,3059.0,5733.0,4814116.0
공감의 요리사,진시월,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891898.0,285797.0,269740.0,120302.0,85839.0,287803.0,122127.0,651770.0,276500.0,125980.0,129337.0,98850.0,89356.0,63286.0,68410.0,290653.0,68760.0,32984.0,21840.0,8380.0,2380.0,76809.0,21820.0,3590.0,11620.0,26110.0,2940.0,8680.0,210.0,13160.0,56350.0,2940.0,5490.0,2660.0,16041.0,12629.0,3150.0,2783.0,2075.0,5155.0,8520.0,7620.0,151.0,0.0,1285.0,346.0,991.0,3146.0,0.0,2520.0,2800.0,70.0,11433.0,145.0,651.0,3892.0,0.0,1.0,1050.0,2783.0,0.0,0.0,3969.0,0.0,70.0,1814.0,1154.0,10519.0,0.0,0.0,1820.0,1330.0,0.0,75.0,0.0,0.0,1103.0,4335462.0
월드스타가 될 운명입니다,마늘소금,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116650.0,1824799.0,630464.0,435100.0,265525.0,278610.0,316020.0,170859.0,4038027.0
회귀했더니 개쩔더라,쌈마이,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387590.0,553770.0,278110.0,193200.0,978470.0,70961.0,322226.0,306359.0,269820.0,47233.0,80948.0,193329.0,24260.0,9811.0,187024.0,30130.0,48545.0,30268.0,21070.0,7550.0,30982.0,1540.0,9290.0,630.0,18634.0,11098.0,6900.0,113600.0,430682.0,397326.0,69660.0,57620.0,75590.0,28380.0,34707.0,53294.0,127720.0,54332.0,99805.0,97719.0,5418.0,40711.0,71704.0,133895.0,20552.0,11805.0,19803.0,9231.0,15994.0,12870.0,14724.0,13998.0,23522.0,-2290.0,3714.0,16161.0,5950.0,6207.0,18183.0,9230.0,9647.0,9446.0,10350.0,26544.0,13074.0,1366.0,22019.0,19351.0,1543.0,14630.0,3240.0,5823.0,15546.0,2583.0,11161.0,26307.0,19019.0,6423214.0
구독했더니 히트작이 쉽다,두루치기,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108448.0,1510338.0,541732.0,271972.0,209762.0,359464.0,281653.0,0.0,0.0,303946.0,368226.0,3955541.0
당가의 실험체가 되었다,진시월,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52521.0,3042296.0,83438.0,27472.0,16855.0,68186.0,48195.0,27514.0,46687.0,22699.0,2443.0,14521.0,2659.0,16246.0,1565.0,10450.0,9707.0,2650.0,75.0,572.0,0.0,268.0,2736.0,55492.0,232210.0,16030.0,5055.0,27429.0,74023.0,12846.0,26018.0,3948858.0
절대자는 신혼이다,글빌런,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111786.0,2147787.0,602906.0,174741.0,31716.0,54132.0,45731.0,36245.0,20542.0,3321.0,1912.0,4933.0,1658.0,8786.0,2352.0,817.0,231119.0,226785.0,67548.0,31154.0,11151.0,9353.0,8746.0,4846.0,36597.0,11332.0,6250.0,3894246.0
위대한 존재의째 아들은 재벌로 산다,박재학,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469714.0,621772.0,663209.0,494328.0,433969.0,343622.0,358837.0,69993.0,50040.0,45644.0,22617.0,28103.0,49315.0,71825.0,5472.0,16284.0,22014.0,24827.0,13783.0,9513.0,9414.0,5496.0,2409.0,3832200.0
이번 생도 검뿐이다,벌꿀오소리,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130006.0,1479123.0,332908.0,108033.0,167216.0,141171.0,77532.0,93375.0,100656.0,92822.0,78048.0,28305.0,88013.0,11961.0,132202.0,257336.0,55679.0,120709.0,66780.0,95083.0,44318.0,40147.0,3690.0,4355.0,12392.0,4286.0,8096.0,3774242.0
진짜 사나이,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244553.0,151968.0,210539.0,54219.0,1106649.0,283830.0,299887.0,66744.0,372673.0,129376.0,76434.0,57102.0,41535.0,40236.0,88916.0,35025.0,44456.0,15414.0,3319556.0
천마를 다운로드합니다,이세계사장,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114914.0,1425181.0,266726.0,275395.0,183520.0,255072.0,133042.0,197599.0,189389.0,175906.0,45914.0,3262658.0
나는 작가다,만선,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436450.0,160881.0,49245.0,69468.0,79380.0,352213.0,98074.0,43687.0,50211.0,180693.0,25704.0,8757.0,31740.0,504354.0,20550.0,14301.0,28119.0,16853.0,661657.0,27468.0,8099.0,13440.0,18914.0,10710.0,19061.0,9114.0,7749.0,2240.0,1197.0,2898.0,0.0,1134.0,11781.0,4536.0,9954.0,3402.0,7023.0,12929.0,16310.0,5796.0,10787.0,0.0,0.0,18237.0,7667.0,11487.0,2268.0,3880.0,1247.0,4082.0,0.0,0.0,3780.0,7400.0,0.0,7182.0,1360.0,0.0,0.0,4649.0,0.0,0.0,0.0,2268.0,0.0,847.0,0.0,2172.0,1197.0,77168.0,567.0,8960.0,14676.0,0.0,6078.0,15736.0,4082.0,5178.0,5942.0,6804.0,0.0,0.0,0.0,0.0,3261793.0
게임 시스템으로 현실 대박,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291418.0,78388.0,230599.0,583159.0,919730.0,211902.0,142489.0,78200.0,72152.0,42863.0,32836.0,115008.0,52577.0,28852.0,54545.0,54881.0,30836.0,14490.0,3034925.0
질풍시대,이원호,프로무림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388100.0,657300.0,298000.0,100700.0,70200.0,30300.0,21000.0,24300.0,41100.0,37200.0,40000.0,44800.0,31100.0,11600.0,51500.0,43400.0,30400.0,32000.0,51800.0,45600.0,12600.0,34500.0,39900.0,10100.0,18600.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25824.0,64321.0,25600.0,24732.0,11100.0,756.0,18313.0,13300.0,17560.0,3240.0,11124.0,11608.0,20844.0,44776.0,21508.0,10960.0,21600.0,21600.0,45160.0,66552.0,29892.0,11016.0,8316.0,0.0,12956.0,10692.0,9721.0,5000.0,0.0,17713.0,1079.0,8640.0,20908.0,10779.0,9613.0,0.0,521.0,3560.0,13152.0,12984.0,0.0,5292.0,2860712.0
귀환 대마법사의 힐링 라이프,나노제이,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082595.0,1317941.0,133224.0,71302.0,34185.0,17660.0,48462.0,12099.0,7578.0,9468.0,2114.0,10805.0,4656.0,4638.0,4226.0,2882.0,1953.0,4856.0,68.0,2659.0,1449.0,2021.0,6783.0,63.0,189.0,2714.0,824.0,136.0,2177.0,131.0,257.0,393.0,5877.0,3255.0,0.0,1091.0,52.0,650.0,6027.0,2748.0,189.0,2810397.0
프로페셔널,이원호,프로무림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232900.0,437600.0,258700.0,121700.0,89500.0,11100.0,12700.0,67100.0,41300.0,37800.0,66500.0,60300.0,35900.0,27800.0,44700.0,40800.0,20700.0,46700.0,56900.0,33995.0,40900.0,56400.0,38700.0,6800.0,33600.0,34100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18648.0,53937.0,10208.0,34213.0,20679.0,0.0,22313.0,22292.0,0.0,20376.0,34989.0,18971.0,708.0,20937.0,64884.0,12852.0,14095.0,40995.0,84213.0,55156.0,32600.0,30837.0,1079.0,17560.0,648.0,10000.0,3240.0,3000.0,12313.0,0.0,0.0,14076.0,31208.0,13900.0,3024.0,22421.0,12500.0,24300.0,1405.0,13913.0,8000.0,3605.0,2765290.0
작곡가 최현일,투뮤,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229481.0,478754.0,203780.0,95058.0,66273.0,148688.0,65980.0,24702.0,91670.0,78127.0,42784.0,183905.0,217191.0,71709.0,22960.0,56000.0,11286.0,28121.0,24990.0,24367.0,47717.0,19250.0,21525.0,18472.0,39109.0,20802.0,42056.0,109664.0,12046.0,4209.0,19480.0,12365.0,1875.0,16573.0,4900.0,24805.0,60.0,7744.0,1486.0,1260.0,1370.0,2385.0,15813.0,1.0,5309.0,3061.0,3090.0,1510.0,3945.0,13875.0,630.0,0.0,48918.0,17137.0,6415.0,458.0,0.0,1260.0,2695.0,6405.0,4081.0,1827.0,5859.0,756.0,5516.0,2743540.0
너무 잘 아는 게임에 소환됐다,지피노,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46678.0,1737346.0,511098.0,94166.0,78388.0,52943.0,15188.0,9758.0,4606.0,17402.0,15729.0,22578.0,8405.0,14058.0,19605.0,70.0,10683.0,910.0,2240.0,3500.0,8960.0,6930.0,1.0,300.0,0.0,0.0,3150.0,2963.0,2.0,0.0,229.0,13581.0,84.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,840.0,458.0,1.0,1890.0,0.0,0.0,2704875.0
